사고다발지FID,사고다발지ID,법정동코드,지점코드,시도시군구명,지점명,발생건수,사상자수,사망자수,중상자수,경상자수,부상신고자수,경도,위도,다발지역폴리곤
202571,2014109,1174010800,11740004,서울특별시 강동구4,서울특별시 강동구 성내동(다성빌딩 부근),6,6,0,3,3,0,127.1290875,37.52338226,"{""type"":""Polygon"",""coordinates"":[[[127.1306874,37.5246565],[127.1303445,37.5248806],[127.1299533,37.5250471],[127.1295289,37.5251496],[127.1290875,37.5251843],[127.1286461,37.5251496],[127.1282217,37.5250471],[127.1278305,37.5248806],[127.1274877,37.5246565],[127.1272063,37.5243834],[127.1269972,37.5240718],[127.1268685,37.5237338],[127.126825,37.5233822],[127.1268685,37.5230307],[127.1269973,37.5226926],[127.1272063,37.5223811],[127.1274877,37.522108],[127.1278306,37.5218839],[127.1282217,37.5217174],[127.1286461,37.5216149],[127.1290875,37.5215803],[127.1295289,37.5216149],[127.1299533,37.5217174],[127.1303445,37.5218839],[127.1306873,37.522108],[127.1309687,37.5223811],[127.1311778,37.5226926],[127.1313065,37.5230307],[127.13135,37.5233822],[127.1313065,37.5237338],[127.1311778,37.5240718],[127.1309687,37.5243834],[127.1306874,37.5246565]]]}"
5524184,2014109,1174010500,11740005,서울특별시 강동구5,서울특별시 강동구 길동(천동초교입구 부근),6,6,0,2,4,0,127.1408888,37.53994933,"{""type"":""Polygon"",""coordinates"":[[[127.142489,37.5412235],[127.1421461,37.5414476],[127.1417548,37.5416142],[127.1413303,37.5417167],[127.1408888,37.5417513],[127.1404473,37.5417167],[127.1400228,37.5416142],[127.1396315,37.5414476],[127.1392886,37.5412235],[127.1390072,37.5409505],[127.1387981,37.5406389],[127.1386693,37.5403009],[127.1386258,37.5399493],[127.1386693,37.5395978],[127.1387981,37.5392597],[127.1390072,37.5389482],[127.1392887,37.5386751],[127.1396316,37.538451],[127.1400228,37.5382845],[127.1404473,37.538182],[127.1408888,37.5381473],[127.1413303,37.538182],[127.1417548,37.5382845],[127.142146,37.538451],[127.142489,37.5386751],[127.1427704,37.5389482],[127.1429795,37.5392597],[127.1431083,37.5395978],[127.1431518,37.5399493],[127.1431083,37.5403009],[127.1429796,37.5406389],[127.1427705,37.5409505],[127.142489,37.5412235]]]}"
5432609,2014109,1174010600,11740006,서울특별시 강동구6,서울특별시 강동구 둔촌동(둔촌고교입구_일반국도43호선_진 부근),6,6,0,2,4,0,127.1447828,37.53515688,"{""type"":""Polygon"",""coordinates"":[[[127.1463829,37.5364311],[127.14604,37.5366552],[127.1456488,37.5368217],[127.1452243,37.5369243],[127.1447828,37.5369589],[127.1443413,37.5369243],[127.1439168,37.5368217],[127.1435256,37.5366552],[127.1431827,37.5364311],[127.1429013,37.536158],[127.1426922,37.5358465],[127.1425634,37.5355084],[127.14252,37.5351569],[127.1425634,37.5348053],[127.1426922,37.5344673],[127.1429013,37.5341557],[127.1431828,37.5338827],[127.1435257,37.5336586],[127.1439169,37.533492],[127.1443414,37.5333895],[127.1447828,37.5333549],[127.1452243,37.5333895],[127.1456487,37.533492],[127.14604,37.5336586],[127.1463829,37.5338827],[127.1466643,37.5341557],[127.1468734,37.5344673],[127.1470022,37.5348053],[127.1470457,37.5351569],[127.1470022,37.5355084],[127.1468734,37.5358465],[127.1466643,37.536158],[127.1463829,37.5364311]]]}"
202570,2014109,1174010900,11740007,서울특별시 강동구7,서울특별시 강동구 천호동(천호동공원 부근),5,5,0,2,3,0,127.1257841,37.54544253,"{""type"":""Polygon"",""coordinates"":[[[127.1273844,37.5467167],[127.1270415,37.5469408],[127.1266502,37.5471074],[127.1262257,37.5472099],[127.1257841,37.5472445],[127.1253426,37.5472099],[127.124918,37.5471074],[127.1245267,37.5469408],[127.1241838,37.5467167],[127.1239023,37.5464437],[127.1236932,37.5461321],[127.1235644,37.5457941],[127.123521,37.5454425],[127.1235645,37.545091],[127.1236932,37.5447529],[127.1239024,37.5444414],[127.1241838,37.5441683],[127.1245268,37.5439442],[127.1249181,37.5437777],[127.1253426,37.5436752],[127.1257841,37.5436405],[127.1262256,37.5436752],[127.1266502,37.5437777],[127.1270414,37.5439442],[127.1273844,37.5441683],[127.1276658,37.5444414],[127.127875,37.5447529],[127.1280038,37.545091],[127.1280473,37.5454425],[127.1280038,37.5457941],[127.127875,37.5461321],[127.1276659,37.5464437],[127.1273844,37.5467167]]]}"
202568,2014109,1174010800,11740008,서울특별시 강동구8,서울특별시 강동구 성내동(삼성A상가 부근),5,5,0,1,4,0,127.1273244,37.53134329,"{""type"":""Polygon"",""coordinates"":[[[127.1289244,37.5326175],[127.1285816,37.5328416],[127.1281904,37.5330081],[127.1277659,37.5331107],[127.1273244,37.5331453],[127.126883,37.5331107],[127.1264585,37.5330081],[127.1260673,37.5328416],[127.1257244,37.5326175],[127.125443,37.5323444],[127.1252339,37.5320329],[127.1251052,37.5316948],[127.1250617,37.5313433],[127.1251052,37.5309917],[127.1252339,37.5306537],[127.1254431,37.5303421],[127.1257245,37.5300691],[127.1260673,37.529845],[127.1264585,37.5296785],[127.126883,37.5295759],[127.1273244,37.5295413],[127.1277659,37.5295759],[127.1281903,37.5296785],[127.1285815,37.529845],[127.1289244,37.5300691],[127.1292058,37.5303421],[127.1294149,37.5306537],[127.1295437,37.5309917],[127.1295872,37.5313433],[127.1295437,37.5316948],[127.1294149,37.5320329],[127.1292058,37.5323444],[127.1289244,37.5326175]]]}"
5365136,2014109,1174010200,11740009,서울특별시 강동구9,서울특별시 강동구 고덕동(E마트 부근),4,4,0,3,1,0,127.1584182,37.5558111,"{""type"":""Polygon"",""coordinates"":[[[127.1600188,37.5570853],[127.1596758,37.5573094],[127.1592844,37.5574759],[127.1588598,37.5575785],[127.1584182,37.5576131],[127.1579766,37.5575785],[127.157552,37.5574759],[127.1571607,37.5573094],[127.1568177,37.5570853],[127.1565362,37.5568122],[127.156327,37.5565007],[127.1561982,37.5561626],[127.1561547,37.5558111],[127.1561982,37.5554595],[127.156327,37.5551215],[127.1565362,37.55481],[127.1568177,37.5545369],[127.1571607,37.5543128],[127.157552,37.5541463],[127.1579766,37.5540437],[127.1584182,37.5540091],[127.1588598,37.5540437],[127.1592844,37.5541463],[127.1596757,37.5543128],[127.1600187,37.5545369],[127.1603002,37.55481],[127.1605094,37.5551215],[127.1606382,37.5554595],[127.1606817,37.5558111],[127.1606382,37.5561626],[127.1605094,37.5565007],[127.1603002,37.5568122],[127.1600188,37.5570853]]]}"
5363234,2014109,1174010600,11740010,서울특별시 강동구10,서울특별시 강동구 둔촌동(신성은하수아파트(101동) 부근),4,4,0,2,2,0,127.140738,37.52890725,"{""type"":""Polygon"",""coordinates"":[[[127.142338,37.5301814],[127.1419951,37.5304056],[127.1416039,37.5305721],[127.1411795,37.5306746],[127.140738,37.5307093],[127.1402966,37.5306746],[127.1398721,37.5305721],[127.1394809,37.5304056],[127.1391381,37.5301814],[127.1388567,37.5299084],[127.1386476,37.5295968],[127.1385188,37.5292588],[127.1384754,37.5289072],[127.1385189,37.5285557],[127.1386476,37.5282176],[127.1388567,37.5279061],[127.1391381,37.527633],[127.139481,37.5274089],[127.1398722,37.5272424],[127.1402966,37.5271399],[127.140738,37.5271052],[127.1411795,37.5271399],[127.1416039,37.5272424],[127.1419951,37.5274089],[127.142338,37.527633],[127.1426193,37.5279061],[127.1428284,37.5282176],[127.1429572,37.5285557],[127.1430007,37.5289072],[127.1429572,37.5292588],[127.1428285,37.5295968],[127.1426194,37.5299084],[127.142338,37.5301814]]]}"
202569,2014109,1174010800,11740011,서울특별시 강동구11,서울특별시 강동구 성내동(둔촌동역 부근),4,4,0,2,2,0,127.1353857,37.52917778,"{""type"":""Polygon"",""coordinates"":[[[127.1369856,37.530452],[127.1366428,37.5306761],[127.1362516,37.5308426],[127.1358271,37.5309452],[127.1353857,37.5309798],[127.1349442,37.5309452],[127.1345198,37.5308426],[127.1341286,37.5306761],[127.1337857,37.530452],[127.1335043,37.5301789],[127.1332952,37.5298674],[127.1331665,37.5295293],[127.133123,37.5291778],[127.1331665,37.5288262],[127.1332952,37.5284882],[127.1335043,37.5281766],[127.1337857,37.5279036],[127.1341286,37.5276795],[127.1345198,37.5275129],[127.1349443,37.5274104],[127.1353857,37.5273758],[127.1358271,37.5274104],[127.1362515,37.5275129],[127.1366427,37.5276795],[127.1369856,37.5279036],[127.137267,37.5281766],[127.1374761,37.5284882],[127.1376049,37.5288262],[127.1376483,37.5291778],[127.1376049,37.5295293],[127.1374761,37.5298674],[127.137267,37.5301789],[127.1369856,37.530452]]]}"
202572,2014109,1174010900,11740012,서울특별시 강동구12,서울특별시 강동구 천호동(천일초교 부근),4,4,0,2,2,0,127.1324504,37.54440806,"{""type"":""Polygon"",""coordinates"":[[[127.1340507,37.5456823],[127.1337078,37.5459064],[127.1333165,37.5460729],[127.132892,37.5461754],[127.1324504,37.5462101],[127.1320089,37.5461754],[127.1315844,37.5460729],[127.1311931,37.5459064],[127.1308501,37.5456823],[127.1305687,37.5454092],[127.1303596,37.5450976],[127.1302308,37.5447596],[127.1301873,37.544408],[127.1302308,37.5440565],[127.1303596,37.5437184],[127.1305687,37.5434069],[127.1308502,37.5431338],[127.1311931,37.5429097],[127.1315844,37.5427432],[127.1320089,37.5426407],[127.1324504,37.5426061],[127.1328919,37.5426407],[127.1333165,37.5427432],[127.1337077,37.5429097],[127.1340507,37.5431338],[127.1343321,37.5434069],[127.1345413,37.5437184],[127.1346701,37.5440565],[127.1347136,37.544408],[127.1346701,37.5447596],[127.1345413,37.5450976],[127.1343322,37.5454092],[127.1340507,37.5456823]]]}"
6096407,2015046,1111017500,11110001,서울특별시 종로구1,서울특별시 종로구 숭인동(동묘앞역 부근),5,6,0,1,4,1,127.0151889,37.57363503,"{""type"":""Polygon"",""coordinates"":[[[127.0167898,37.5749092],[127.0164467,37.5751333],[127.0160553,37.5752998],[127.0156306,37.5754024],[127.0151889,37.575437],[127.0147472,37.5754024],[127.0143224,37.5752998],[127.013931,37.5751333],[127.0135879,37.5749092],[127.0133064,37.5746361],[127.0130972,37.5743246],[127.0129683,37.5739866],[127.0129248,37.573635],[127.0129684,37.5732835],[127.0130972,37.5729454],[127.0133064,37.5726339],[127.013588,37.5723608],[127.0139311,37.5721367],[127.0143225,37.5719702],[127.0147472,37.5718677],[127.0151889,37.571833],[127.0156305,37.5718677],[127.0160552,37.5719702],[127.0164467,37.5721367],[127.0167897,37.5723608],[127.0170713,37.5726339],[127.0172805,37.5729454],[127.0174094,37.5732835],[127.0174529,37.573635],[127.0174094,37.5739866],[127.0172806,37.5743246],[127.0170714,37.5746361],[127.0167898,37.5749092]]]}"
6096408,2015046,1114016200,11140001,서울특별시 중구1,서울특별시 중구 신당동(남양알로에 부근),4,4,0,3,1,0,127.0138181,37.56174535,"{""type"":""Polygon"",""coordinates"":[[[127.0154188,37.5630195],[127.0150758,37.5632436],[127.0146844,37.5634102],[127.0142598,37.5635127],[127.0138181,37.5635473],[127.0133765,37.5635127],[127.0129518,37.5634102],[127.0125605,37.5632436],[127.0122175,37.5630195],[127.0119359,37.5627465],[127.0117268,37.5624349],[127.011598,37.5620969],[127.0115545,37.5617453],[127.011598,37.5613938],[127.0117268,37.5610557],[127.011936,37.5607442],[127.0122175,37.5604711],[127.0125605,37.560247],[127.0129519,37.5600805],[127.0133765,37.559978],[127.0138181,37.5599434],[127.0142597,37.559978],[127.0146844,37.5600805],[127.0150757,37.560247],[127.0154187,37.5604711],[127.0157003,37.5607442],[127.0159095,37.5610557],[127.0160383,37.5613938],[127.0160818,37.5617453],[127.0160383,37.5620969],[127.0159095,37.5624349],[127.0157003,37.5627465],[127.0154188,37.5630195]]]}"
6096409,2015046,1117013300,11170001,서울특별시 용산구1,서울특별시 용산구 서빙고동(반포대교(북단) 부근),10,15,0,2,11,2,126.9937073,37.51917096,"{""type"":""Polygon"",""coordinates"":[[[126.9953071,37.5204452],[126.9949642,37.5206693],[126.9945731,37.5208358],[126.9941487,37.5209383],[126.9937073,37.520973],[126.9932659,37.5209383],[126.9928415,37.5208358],[126.9924504,37.5206693],[126.9921075,37.5204452],[126.9918262,37.5201721],[126.9916171,37.5198605],[126.9914884,37.5195225],[126.9914449,37.5191709],[126.9914884,37.5188194],[126.9916171,37.5184813],[126.9918262,37.5181698],[126.9921076,37.5178967],[126.9924504,37.5176726],[126.9928415,37.5175061],[126.9932659,37.5174036],[126.9937073,37.517369],[126.9941486,37.5174036],[126.994573,37.5175061],[126.9949642,37.5176726],[126.995307,37.5178967],[126.9955884,37.5181698],[126.9957974,37.5184813],[126.9959262,37.5188194],[126.9959697,37.5191709],[126.9959262,37.5195225],[126.9957975,37.5198605],[126.9955884,37.5201721],[126.9953071,37.5204452]]]}"
6095782,2015046,1117012400,11170002,서울특별시 용산구2,서울특별시 용산구 한강로1가(삼각지역 부근),6,6,0,4,1,1,126.9740384,37.53539416,"{""type"":""Polygon"",""coordinates"":[[[126.9756385,37.5366684],[126.9752956,37.5368925],[126.9749044,37.537059],[126.9744799,37.5371615],[126.9740384,37.5371962],[126.973597,37.5371615],[126.9731724,37.537059],[126.9727812,37.5368925],[126.9724383,37.5366684],[126.9721569,37.5363953],[126.9719478,37.5360837],[126.971819,37.5357457],[126.9717756,37.5353941],[126.9718191,37.5350426],[126.9719478,37.5347045],[126.9721569,37.534393],[126.9724384,37.5341199],[126.9727813,37.5338958],[126.9731725,37.5337293],[126.973597,37.5336268],[126.9740384,37.5335922],[126.9744799,37.5336268],[126.9749044,37.5337293],[126.9752956,37.5338958],[126.9756385,37.5341199],[126.9759199,37.534393],[126.976129,37.5347045],[126.9762578,37.5350426],[126.9763013,37.5353941],[126.9762578,37.5357457],[126.9761291,37.5360837],[126.9759199,37.5363953],[126.9756385,37.5366684]]]}"
6095957,2015046,1117010400,11170003,서울특별시 용산구3,서울특별시 용산구 갈월동(용산역앞 부근),4,4,0,3,1,0,126.9652741,37.52639536,"{""type"":""Polygon"",""coordinates"":[[[126.966874,37.5276696],[126.9665311,37.5278937],[126.96614,37.5280602],[126.9657155,37.5281627],[126.9652741,37.5281974],[126.9648327,37.5281627],[126.9644082,37.5280602],[126.964017,37.5278937],[126.9636742,37.5276696],[126.9633928,37.5273965],[126.9631837,37.5270849],[126.963055,37.5267469],[126.9630115,37.5263953],[126.963055,37.5260438],[126.9631837,37.5257057],[126.9633928,37.5253942],[126.9636742,37.5251211],[126.9640171,37.524897],[126.9644082,37.5247305],[126.9648327,37.524628],[126.9652741,37.5245934],[126.9657155,37.524628],[126.9661399,37.5247305],[126.9665311,37.524897],[126.9668739,37.5251211],[126.9671553,37.5253942],[126.9673644,37.5257057],[126.9674932,37.5260438],[126.9675367,37.5263953],[126.9674932,37.5267469],[126.9673645,37.5270849],[126.9671554,37.5273965],[126.966874,37.5276696]]]}"
6096410,2015046,1120011500,11200001,서울특별시 성동구1,서울특별시 성동구 성수동2가(뚝도시장 부근),10,10,0,3,7,0,127.0551864,37.53884518,"{""type"":""Polygon"",""coordinates"":[[[127.0567866,37.5401194],[127.0564437,37.5403435],[127.0560524,37.54051],[127.0556279,37.5406126],[127.0551864,37.5406472],[127.0547449,37.5406126],[127.0543204,37.54051],[127.0539291,37.5403435],[127.0535862,37.5401194],[127.0533048,37.5398463],[127.0530957,37.5395348],[127.0529669,37.5391967],[127.0529234,37.5388452],[127.0529669,37.5384936],[127.0530957,37.5381556],[127.0533048,37.537844],[127.0535863,37.537571],[127.0539292,37.5373469],[127.0543204,37.5371803],[127.0547449,37.5370778],[127.0551864,37.5370432],[127.0556279,37.5370778],[127.0560524,37.5371803],[127.0564436,37.5373469],[127.0567865,37.537571],[127.057068,37.537844],[127.0572771,37.5381556],[127.0574059,37.5384936],[127.0574494,37.5388452],[127.0574059,37.5391967],[127.0572771,37.5395348],[127.057068,37.5398463],[127.0567866,37.5401194]]]}"
6096423,2015046,1120011800,11200002,서울특별시 성동구2,서울특별시 성동구 송정동(화양사거리 부근),8,9,0,3,5,1,127.0684851,37.54809862,"{""type"":""Polygon"",""coordinates"":[[[127.0700855,37.5493728],[127.0697425,37.5495969],[127.0693512,37.5497634],[127.0689266,37.549866],[127.0684851,37.5499006],[127.0680435,37.549866],[127.067619,37.5497634],[127.0672277,37.5495969],[127.0668847,37.5493728],[127.0666032,37.5490997],[127.0663941,37.5487882],[127.0662653,37.5484502],[127.0662218,37.5480986],[127.0662653,37.547747],[127.0663941,37.547409],[127.0666033,37.5470975],[127.0668848,37.5468244],[127.0672277,37.5466003],[127.067619,37.5464338],[127.0680436,37.5463312],[127.0684851,37.5462966],[127.0689266,37.5463312],[127.0693512,37.5464338],[127.0697424,37.5466003],[127.0700854,37.5468244],[127.0703669,37.5470975],[127.070576,37.547409],[127.0707048,37.547747],[127.0707483,37.5480986],[127.0707049,37.5484502],[127.0705761,37.5487882],[127.0703669,37.5490997],[127.0700855,37.5493728]]]}"
6095690,2015046,1120010500,11200003,서울특별시 성동구3,서울특별시 성동구 마장동(청계천대성스카이렉스 부근),6,6,1,2,1,2,127.0319424,37.57020466,"{""type"":""Polygon"",""coordinates"":[[[127.0335433,37.5714789],[127.0332002,37.571703],[127.0328088,37.5718695],[127.0323841,37.571972],[127.0319424,37.5720067],[127.0315007,37.571972],[127.031076,37.5718695],[127.0306846,37.571703],[127.0303415,37.5714789],[127.03006,37.5712058],[127.0298508,37.5708942],[127.029722,37.5705562],[127.0296785,37.5702046],[127.029722,37.5698531],[127.0298508,37.5695151],[127.0300601,37.5692035],[127.0303416,37.5689305],[127.0306847,37.5687064],[127.0310761,37.5685398],[127.0315007,37.5684373],[127.0319424,37.5684027],[127.0323841,37.5684373],[127.0328087,37.5685398],[127.0332001,37.5687064],[127.0335432,37.5689305],[127.0338248,37.5692035],[127.034034,37.5695151],[127.0341628,37.5698531],[127.0342063,37.5702046],[127.0341628,37.5705562],[127.034034,37.5708942],[127.0338248,37.5712058],[127.0335433,37.5714789]]]}"
6096413,2015046,1120011500,11200004,서울특별시 성동구4,서울특별시 성동구 성수동2가(성수역 부근),6,7,0,6,1,0,127.0585049,37.54278183,"{""type"":""Polygon"",""coordinates"":[[[127.0601052,37.544056],[127.0597622,37.5442801],[127.059371,37.5444467],[127.0589464,37.5445492],[127.0585049,37.5445838],[127.0580634,37.5445492],[127.0576389,37.5444467],[127.0572476,37.5442801],[127.0569046,37.544056],[127.0566232,37.543783],[127.0564141,37.5434714],[127.0562853,37.5431334],[127.0562418,37.5427818],[127.0562853,37.5424303],[127.0564141,37.5420922],[127.0566233,37.5417807],[127.0569047,37.5415076],[127.0572476,37.5412835],[127.0576389,37.541117],[127.0580634,37.5410145],[127.0585049,37.5409798],[127.0589464,37.5410145],[127.0593709,37.541117],[127.0597622,37.5412835],[127.0601051,37.5415076],[127.0603866,37.5417807],[127.0605957,37.5420922],[127.0607245,37.5424303],[127.060768,37.5427818],[127.0607245,37.5431334],[127.0605958,37.5434714],[127.0603866,37.543783],[127.0601052,37.544056]]]}"
6096412,2015046,1120011800,11200005,서울특별시 성동구5,서울특별시 성동구 송정동(세신빌딩 부근),6,6,0,1,3,2,127.0614374,37.54804028,"{""type"":""Polygon"",""coordinates"":[[[127.0630377,37.5493145],[127.0626948,37.5495386],[127.0623035,37.5497051],[127.0618789,37.5498077],[127.0614374,37.5498423],[127.0609958,37.5498077],[127.0605712,37.5497051],[127.06018,37.5495386],[127.059837,37.5493145],[127.0595555,37.5490414],[127.0593464,37.5487299],[127.0592176,37.5483918],[127.0591741,37.5480403],[127.0592176,37.5476887],[127.0593464,37.5473507],[127.0595556,37.5470391],[127.059837,37.5467661],[127.06018,37.546542],[127.0605713,37.5463754],[127.0609958,37.5462729],[127.0614374,37.5462383],[127.0618789,37.5462729],[127.0623035,37.5463754],[127.0626947,37.546542],[127.0630377,37.5467661],[127.0633192,37.5470391],[127.0635283,37.5473507],[127.0636571,37.5476887],[127.0637006,37.5480403],[127.0636571,37.5483918],[127.0635284,37.5487299],[127.0633192,37.5490414],[127.0630377,37.5493145]]]}"
6096411,2015046,1120011200,11200006,서울특별시 성동구6,서울특별시 성동구 금호동4가(협동연립 부근),5,6,0,1,4,1,127.0288423,37.54596885,"{""type"":""Polygon"",""coordinates"":[[[127.0304426,37.547243],[127.0300997,37.5474672],[127.0297084,37.5476337],[127.0292838,37.5477362],[127.0288423,37.5477709],[127.0284008,37.5477362],[127.0279762,37.5476337],[127.0275849,37.5474672],[127.027242,37.547243],[127.0269605,37.54697],[127.0267514,37.5466584],[127.0266226,37.5463204],[127.0265791,37.5459688],[127.0266226,37.5456173],[127.0267514,37.5452792],[127.0269606,37.5449677],[127.027242,37.5446946],[127.027585,37.5444705],[127.0279762,37.544304],[127.0284008,37.5442015],[127.0288423,37.5441669],[127.0292838,37.5442015],[127.0297084,37.544304],[127.0300996,37.5444705],[127.0304426,37.5446946],[127.030724,37.5449677],[127.0309332,37.5452792],[127.031062,37.5456173],[127.0311055,37.5459688],[127.031062,37.5463204],[127.0309332,37.5466584],[127.0307241,37.54697],[127.0304426,37.547243]]]}"
6095968,2015046,1120010700,11200007,서울특별시 성동구7,서울특별시 성동구 행당동(왕십리지하차도(북측) 부근),5,5,0,1,3,1,127.0357637,37.56208958,"{""type"":""Polygon"",""coordinates"":[[[127.0373643,37.5633638],[127.0370213,37.5635879],[127.0366299,37.5637544],[127.0362053,37.563857],[127.0357637,37.5638916],[127.035322,37.563857],[127.0348974,37.5637544],[127.034506,37.5635879],[127.034163,37.5633638],[127.0338815,37.5630907],[127.0336723,37.5627792],[127.0335435,37.5624411],[127.0335,37.5620896],[127.0335435,37.561738],[127.0336723,37.5614],[127.0338815,37.5610884],[127.034163,37.5608154],[127.0345061,37.5605913],[127.0348974,37.5604248],[127.0353221,37.5603222],[127.0357637,37.5602876],[127.0362053,37.5603222],[127.0366299,37.5604248],[127.0370213,37.5605913],[127.0373643,37.5608154],[127.0376458,37.5610884],[127.037855,37.5614],[127.0379838,37.561738],[127.0380273,37.5620896],[127.0379838,37.5624411],[127.037855,37.5627792],[127.0376459,37.5630907],[127.0373643,37.5633638]]]}"
6096414,2015046,1120011400,11200008,서울특별시 성동구8,서울특별시 성동구 성수동1가(동아자동차서비스(주) 부근),4,4,0,2,1,1,127.0446742,37.54463574,"{""type"":""Polygon"",""coordinates"":[[[127.0462745,37.5459099],[127.0459315,37.546134],[127.0455403,37.5463006],[127.0451157,37.5464031],[127.0446742,37.5464377],[127.0442326,37.5464031],[127.0438081,37.5463006],[127.0434168,37.546134],[127.0430739,37.5459099],[127.0427924,37.5456369],[127.0425833,37.5453253],[127.0424545,37.5449873],[127.042411,37.5446357],[127.0424545,37.5442842],[127.0425833,37.5439461],[127.0427925,37.5436346],[127.0430739,37.5433615],[127.0434169,37.5431374],[127.0438081,37.5429709],[127.0442327,37.5428684],[127.0446742,37.5428337],[127.0451157,37.5428684],[127.0455402,37.5429709],[127.0459315,37.5431374],[127.0462744,37.5433615],[127.0465559,37.5436346],[127.046765,37.5439461],[127.0468938,37.5442842],[127.0469373,37.5446357],[127.0468938,37.5449873],[127.0467651,37.5453253],[127.0465559,37.5456369],[127.0462745,37.5459099]]]}"
6096416,2015046,1121510100,11215001,서울특별시 광진구1,서울특별시 광진구 중곡동(군자 대한생명 부근),12,13,0,3,9,1,127.0754644,37.55874996,"{""type"":""Polygon"",""coordinates"":[[[127.077065,37.5600242],[127.076722,37.5602483],[127.0763307,37.5604148],[127.075906,37.5605173],[127.0754644,37.560552],[127.0750228,37.5605173],[127.0745982,37.5604148],[127.0742068,37.5602483],[127.0738638,37.5600242],[127.0735823,37.5597511],[127.0733731,37.5594395],[127.0732443,37.5591015],[127.0732009,37.5587499],[127.0732444,37.5583984],[127.0733732,37.5580604],[127.0735824,37.5577488],[127.0738639,37.5574757],[127.0742069,37.5572517],[127.0745982,37.5570851],[127.0750228,37.5569826],[127.0754644,37.556948],[127.075906,37.5569826],[127.0763306,37.5570851],[127.076722,37.5572517],[127.077065,37.5574757],[127.0773465,37.5577488],[127.0775557,37.5580604],[127.0776845,37.5583984],[127.077728,37.5587499],[127.0776845,37.5591015],[127.0775557,37.5594395],[127.0773465,37.5597511],[127.077065,37.5600242]]]}"
6096415,2015046,1121510500,11215002,서울특별시 광진구2,서울특별시 광진구 자양동(신양초교앞 부근),10,11,0,2,9,0,127.0675301,37.53508702,"{""type"":""Polygon"",""coordinates"":[[[127.0691302,37.5363612],[127.0687873,37.5365853],[127.068396,37.5367518],[127.0679715,37.5368544],[127.0675301,37.536889],[127.0670886,37.5368544],[127.0666641,37.5367518],[127.0662729,37.5365853],[127.06593,37.5363612],[127.0656485,37.5360881],[127.0654394,37.5357766],[127.0653107,37.5354386],[127.0652672,37.535087],[127.0653107,37.5347354],[127.0654395,37.5343974],[127.0656486,37.5340859],[127.06593,37.5338128],[127.0662729,37.5335887],[127.0666641,37.5334222],[127.0670886,37.5333196],[127.0675301,37.533285],[127.0679715,37.5333196],[127.068396,37.5334222],[127.0687872,37.5335887],[127.0691301,37.5338128],[127.0694115,37.5340859],[127.0696206,37.5343974],[127.0697494,37.5347354],[127.0697929,37.535087],[127.0697494,37.5354386],[127.0696207,37.5357766],[127.0694116,37.5360881],[127.0691302,37.5363612]]]}"
6096419,2015046,1121510500,11215003,서울특별시 광진구3,서울특별시 광진구 자양동(자양삼거리 부근),9,10,0,5,3,2,127.0758388,37.53827941,"{""type"":""Polygon"",""coordinates"":[[[127.077439,37.5395536],[127.077096,37.5397777],[127.0767048,37.5399442],[127.0762803,37.5400468],[127.0758388,37.5400814],[127.0753973,37.5400468],[127.0749728,37.5399442],[127.0745815,37.5397777],[127.0742386,37.5395536],[127.0739572,37.5392805],[127.0737481,37.538969],[127.0736193,37.5386309],[127.0735758,37.5382794],[127.0736193,37.5379278],[127.0737481,37.5375898],[127.0739572,37.5372783],[127.0742387,37.5370052],[127.0745816,37.5367811],[127.0749728,37.5366146],[127.0753973,37.536512],[127.0758388,37.5364774],[127.0762803,37.536512],[127.0767048,37.5366146],[127.077096,37.5367811],[127.0774389,37.5370052],[127.0777203,37.5372783],[127.0779295,37.5375898],[127.0780582,37.5379278],[127.0781017,37.5382794],[127.0780583,37.5386309],[127.0779295,37.538969],[127.0777204,37.5392805],[127.077439,37.5395536]]]}"
6096422,2015046,1121510500,11215004,서울특별시 광진구4,서울특별시 광진구 자양동(자양삼거리 부근),9,10,0,5,3,2,127.076031,37.53819477,"{""type"":""Polygon"",""coordinates"":[[[127.0776312,37.539469],[127.0772883,37.5396931],[127.076897,37.5398596],[127.0764725,37.5399621],[127.076031,37.5399968],[127.0755895,37.5399621],[127.075165,37.5398596],[127.0747738,37.5396931],[127.0744309,37.539469],[127.0741494,37.5391959],[127.0739403,37.5388843],[127.0738115,37.5385463],[127.0737681,37.5381947],[127.0738116,37.5378432],[127.0739404,37.5375052],[127.0741495,37.5371936],[127.0744309,37.5369206],[127.0747738,37.5366965],[127.075165,37.5365299],[127.0755896,37.5364274],[127.076031,37.5363928],[127.0764725,37.5364274],[127.076897,37.5365299],[127.0772882,37.5366965],[127.0776311,37.5369206],[127.0779126,37.5371936],[127.0781217,37.5375052],[127.0782505,37.5378432],[127.078294,37.5381947],[127.0782505,37.5385463],[127.0781217,37.5388843],[127.0779126,37.5391959],[127.0776312,37.539469]]]}"
